siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 21:00",7
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 21:00",39
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 21:00",29
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 21:00",0.25
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 22:00",9
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 22:00",8
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 22:00",0.34
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 22:00",34
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 22:00",1.7
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 22:00",22
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-09 23:00",8
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-09 23:00",18
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-09 23:00",0.37
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-09 23:00",1.6
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-09 23:00",39
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-09 23:00",10
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 00:00",11
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 00:00",1.3
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 00:00",0.38
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 00:00",13
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 00:00",16
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 00:00",44
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 01:00",13
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 01:00",0.6
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 01:00",0.31
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 01:00",36
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 01:00",11
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 01:00",16
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 02:00",7
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 02:00",9
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 02:00",28
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 02:00",13
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 02:00",0.28
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 02:00",0.8
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 03:00",13
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 03:00",0.6
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 03:00",0.32
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 03:00",6
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 03:00",37
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 03:00",12
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 04:00",16
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 04:00",0.4
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 04:00",0.33
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 04:00",4
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 04:00",30
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 04:00",19
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 05:00",9
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 05:00",0.8
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 05:00",0.24
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 05:00",19
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 05:00",33
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 05:00",9
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 06:00",8
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 06:00",0.9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 06:00",0.24
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 06:00",20
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 06:00",24
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 06:00",13
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 07:00",25
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 07:00",1.2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 07:00",0.24
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 07:00",46
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 07:00",7
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 07:00",15
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 08:00",19
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 08:00",1.6
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 08:00",0.2
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 08:00",33
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 08:00",43
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 08:00",5
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 09:00",4
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 09:00",1.5
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 09:00",0.2
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 09:00",37
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 09:00",41
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 09:00",14
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 10:00",5
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 10:00",1.5
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 10:00",0.22
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 10:00",17
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 10:00",38
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 10:00",52
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 11:00",0.2
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 11:00",17
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 11:00",6
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 11:00",58
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 11:00",39
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 11:00",1.3
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 12:00",5
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 12:00",48
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 12:00",43
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 12:00",0.16
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 12:00",1.1
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 12:00",18
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 13:00",39
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 13:00",10
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 13:00",4
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 13:00",45
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 13:00",0.16
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 13:00",1.2
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 14:00",15
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 14:00",1.6
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 14:00",5
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 14:00",39
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 14:00",45
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 14:00",0.18
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 15:00",2.3
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 15:00",12
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 15:00",0.2
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 15:00",40
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 15:00",45
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 15:00",9
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 16:00",17
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 16:00",2.3
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 16:00",0.2
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 16:00",39
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 16:00",47
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 16:00",10
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 17:00",10
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 17:00",1.9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 17:00",0.24
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 17:00",36
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 17:00",37
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 17:00",17
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 18:00",0.28
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 18:00",19
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 18:00",9
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 18:00",37
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 18:00",32
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 18:00",1.8
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 19:00",1.7
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 19:00",24
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 19:00",8
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 19:00",46
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 19:00",30
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 19:00",0.32
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 20:00",12
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 20:00",1.1
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 20:00",0.23
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 20:00",30
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 20:00",42
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 20:00",7
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 21:00",30
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 21:00",0.7
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 21:00",12
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 21:00",4
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 21:00",33
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 21:00",0.17
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 22:00",0.18
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 22:00",25
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 22:00",28
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 22:00",4
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 22:00",8
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 22:00",0.8
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-10 23:00",9
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-10 23:00",5
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-10 23:00",32
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-10 23:00",20
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-10 23:00",0.8
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-10 23:00",0.19
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 00:00",6
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 00:00",0.9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 00:00",0.21
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 00:00",13
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 00:00",31
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 00:00",15
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 01:00",10
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 01:00",1.4
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 01:00",0.36
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 01:00",13
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 01:00",44
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 01:00",16
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 02:00",9
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 02:00",1.6
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 02:00",0.25
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 02:00",18
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 02:00",37
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 02:00",12
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 03:00",10
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 03:00",1.5
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 03:00",0.32
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 03:00",16
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 03:00",38
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 03:00",18
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 04:00",5
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 04:00",15
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 04:00",26
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 04:00",25
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 04:00",0.2
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 04:00",1.7
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 05:00",11
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 05:00",1.9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 05:00",0.38
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 05:00",28
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 05:00",27
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 05:00",5
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 06:00",4
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 06:00",1.6
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 06:00",0.17
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 06:00",32
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 06:00",26
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 06:00",10
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 07:00",9
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 07:00",2.6
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 07:00",0.46
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 07:00",29
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 07:00",24
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 07:00",7
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 08:00",21
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 08:00",34
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 08:00",0.22
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 08:00",7
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 08:00",2.6
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 08:00",12
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 09:00",11
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 09:00",7
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 09:00",29
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 09:00",36
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 09:00",0.38
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 09:00",3.7
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 10:00",8
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 10:00",0.42
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 10:00",38
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 10:00",31
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 10:00",10
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 10:00",5.3
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 11:00",4.2
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 11:00",0.27
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 11:00",48
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 11:00",33
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 11:00",6
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 11:00",9
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 12:00",3.7
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 12:00",0.23
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 12:00",52
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 12:00",37
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 12:00",4
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 12:00",7
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 13:00",13
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 13:00",0.21
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 13:00",58
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 13:00",45
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 13:00",3.2
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 13:00",5
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 14:00",12
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 14:00",4
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 14:00",59
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 14:00",57
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 14:00",0.19
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 14:00",2
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 15:00",3.1
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 15:00",0.23
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 15:00",56
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 15:00",53
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 15:00",5
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 15:00",14
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 16:00",14
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 16:00",8
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 16:00",52
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 16:00",49
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 16:00",0.31
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 16:00",4.3
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 17:00",46
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 17:00",3.9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 17:00",0.36
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 17:00",44
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 17:00",11
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 17:00",17
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 18:00",2.3
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 18:00",0.27
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 18:00",44
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 18:00",42
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 18:00",9
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 18:00",17
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 19:00",1.8
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 19:00",0.25
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 19:00",44
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 19:00",42
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 19:00",8
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 19:00",21
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 20:00",22
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 20:00",7
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 20:00",41
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 20:00",43
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 20:00",0.26
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 20:00",1.6
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 21:00",52
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 21:00",1.5
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 21:00",0.28
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 21:00",40
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 21:00",7
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 21:00",23
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 22:00",18
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 22:00",7
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 22:00",1.3
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 22:00",49
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 22:00",34
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 22:00",0.3
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-11 23:00",23
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-11 23:00",7
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-11 23:00",43
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-11 23:00",31
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-11 23:00",0.3
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-11 23:00",1.2
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-12 00:00",1.4
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-12 00:00",0.28
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-12 00:00",28
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-12 00:00",40
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-12 00:00",6
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-12 00:00",15
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-12 01:00",0.9
35,二林,彰化縣,2,一氧化碳,CO,ppm,"2025-12-12 01:00",0.27
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-12 01:00",27
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-12 01:00",31
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-12 01:00",6
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-12 01:00",18
35,二林,彰化縣,1,二氧化硫,SO2,ppb,"2025-12-12 02:00",0.9
35,二林,彰化縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-12-12 02:00",17
35,二林,彰化縣,7,二氧化氮,NO2,ppb,"2025-12-12 02:00",5
35,二林,彰化縣,4,懸浮微粒,PM10,μg/m3,"2025-12-12 02:00",29
35,二林,彰化縣,3,臭氧,O3,ppb,"2025-12-12 02:00",26
